Id,Type,Name,Description,IsActive,IntValue,StringValue,Latitude,Longitude,ParentId
18801,BRA,Ambag MO,NULL,1,NULL,NULL,NULL,NULL,18297
18802,BRA,Jarun Bazar Shaka,NULL,1,NULL,NULL,NULL,NULL,18297
18803,BRA,Kashimpur,NULL,1,NULL,NULL,NULL,NULL,18297
18804,BRA,Konabari MF,NULL,1,NULL,NULL,NULL,NULL,18297
18805,BRA,Konabari MO,NULL,1,NULL,NULL,NULL,NULL,18297
18806,BRA,Mothergate,NULL,1,NULL,NULL,NULL,NULL,18297
18807,BRA,Nawjor,NULL,1,NULL,NULL,NULL,NULL,18297
18808,BRA,Vannara bmo,NULL,1,NULL,NULL,NULL,NULL,18297
18809,BRA,Vograbipas,NULL,1,NULL,NULL,NULL,NULL,18297
18810,BRA,Bagherbazar,NULL,1,NULL,NULL,NULL,NULL,18298
18811,BRA,Banglabazar,NULL,1,NULL,NULL,NULL,NULL,18298
18812,BRA,Bhabanipur MO,NULL,1,NULL,NULL,NULL,NULL,18298
18813,BRA,Chabagan/Kaliakair,NULL,1,NULL,NULL,NULL,NULL,18298
18814,BRA,Fulbaria/KaliaKair,NULL,1,NULL,NULL,NULL,NULL,18298
18815,BRA,Gorgoria Bazar Shakha,NULL,1,NULL,NULL,NULL,NULL,18298
18816,BRA,Mirzapur/Gazipur,NULL,1,NULL,NULL,NULL,NULL,18298
18817,BRA,"Monipur ",NULL,1,NULL,NULL,NULL,NULL,18298
18818,BRA,Porabari,NULL,1,NULL,NULL,NULL,NULL,18298
18819,BRA,Bormi,NULL,1,NULL,NULL,NULL,NULL,18299
18820,BRA,DB Road BMO,NULL,1,NULL,NULL,NULL,NULL,18299
18821,BRA,Gazipur/Sreepur,NULL,1,NULL,NULL,NULL,NULL,18299
18822,BRA,Joyna Bazar BMO,NULL,1,NULL,NULL,NULL,NULL,18299
18823,BRA,Kawraid Bazar,NULL,1,NULL,NULL,NULL,NULL,18299
18824,BRA,Mawna BMO,NULL,1,NULL,NULL,NULL,NULL,18299
18825,BRA,Nayanpur BMO,NULL,1,NULL,NULL,NULL,NULL,18299
18826,BRA,Sreepur,NULL,1,NULL,NULL,NULL,NULL,18299
18827,BRA,Zoina Bazar,NULL,1,NULL,NULL,NULL,NULL,18299
18828,BRA,Ashulia MF,NULL,1,NULL,NULL,NULL,NULL,18300
18829,BRA,Ashulia MO,NULL,1,NULL,NULL,NULL,NULL,18300
18830,BRA,Dhour,NULL,1,NULL,NULL,NULL,NULL,18300
18831,BRA,Fulbaria,NULL,1,NULL,NULL,NULL,NULL,18300
18832,BRA,Satais,NULL,1,NULL,NULL,NULL,NULL,18300
18833,BRA,"Tongi  ",NULL,1,NULL,NULL,NULL,NULL,18300
18834,BRA,Tongi MF,NULL,1,NULL,NULL,NULL,NULL,18300
18835,BRA,Tongi MO,NULL,1,NULL,NULL,NULL,NULL,18300
18836,BRA,Azampur,NULL,1,NULL,NULL,NULL,NULL,18301
18837,BRA,BLC Uttara,NULL,1,NULL,NULL,NULL,NULL,18301
18838,BRA,Brac Automation Centre,NULL,1,NULL,NULL,NULL,NULL,18301
18839,BRA,Dakkhin Khan,NULL,1,NULL,NULL,NULL,NULL,18301
18840,BRA,Helal Market,NULL,1,NULL,NULL,NULL,NULL,18301
18841,BRA,Kawla,NULL,1,NULL,NULL,NULL,NULL,18301
18842,BRA,Khilkhet,NULL,1,NULL,NULL,NULL,NULL,18301
18843,BRA,Mollartek BMO,NULL,1,NULL,NULL,NULL,NULL,18301
18844,BRA,Uttar Khan,NULL,1,NULL,NULL,NULL,NULL,18301
18845,BRA,Uttara,NULL,1,NULL,NULL,NULL,NULL,18301
18846,BRA,Uttara ISD,NULL,1,NULL,NULL,NULL,NULL,18301
18847,BRA,Bandar,NULL,1,NULL,NULL,NULL,NULL,18302
18848,BRA,Bandar Program,NULL,1,NULL,NULL,NULL,NULL,18302
18849,BRA,Bandar-2,NULL,1,NULL,NULL,NULL,NULL,18302
18850,BRA,Battala,NULL,1,NULL,NULL,NULL,NULL,18302
18851,BRA,Ispahani,NULL,1,NULL,NULL,NULL,NULL,18302
18852,BRA,Madangonj,NULL,1,NULL,NULL,NULL,NULL,18302
18853,BRA,Madanpur,NULL,1,NULL,NULL,NULL,NULL,18302
18854,BRA,Nabigonj MO,NULL,1,NULL,NULL,NULL,NULL,18302
18855,BRA,Bhaberchar,NULL,1,NULL,NULL,NULL,NULL,18303
18856,BRA,Hossendi,NULL,1,NULL,NULL,NULL,NULL,18303
18857,BRA,Jamaldi MO,NULL,1,NULL,NULL,NULL,NULL,18303
18858,BRA,Meghnaghat MO,NULL,1,NULL,NULL,NULL,NULL,18303
18859,BRA,Modhobaushia,NULL,1,NULL,NULL,NULL,NULL,18303
18860,BRA,Natunchashi,NULL,1,NULL,NULL,NULL,NULL,18303
18861,BRA,Rasulpur,NULL,1,NULL,NULL,NULL,NULL,18303
18862,BRA,Baktabali,NULL,1,NULL,NULL,NULL,NULL,18304
18863,BRA,Balurchar,NULL,1,NULL,NULL,NULL,NULL,18304
18864,BRA,Fatulla,NULL,1,NULL,NULL,NULL,NULL,18304
18865,BRA,Muslimnagar,NULL,1,NULL,NULL,NULL,NULL,18304
18866,BRA,Pagla,NULL,1,NULL,NULL,NULL,NULL,18304
18867,BRA,Panchabati MO,NULL,1,NULL,NULL,NULL,NULL,18304
18868,BRA,"Washaget ",NULL,1,NULL,NULL,NULL,NULL,18304
18869,BRA,Bangla Bazar,NULL,1,NULL,NULL,NULL,NULL,18305
18870,BRA,Binodpur MO,NULL,1,NULL,NULL,NULL,NULL,18305
18871,BRA,Mirkadim,NULL,1,NULL,NULL,NULL,NULL,18305
18872,BRA,Muktarpur,NULL,1,NULL,NULL,NULL,NULL,18305
18873,BRA,Munshigonj MO,NULL,1,NULL,NULL,NULL,NULL,18305
18874,BRA,Munshigonj Sadar,NULL,1,NULL,NULL,NULL,NULL,18305
18875,BRA,Munshirhat,NULL,1,NULL,NULL,NULL,NULL,18305
18876,BRA,Bhuigor,NULL,1,NULL,NULL,NULL,NULL,18306
18877,BRA,Chashara,NULL,1,NULL,NULL,NULL,NULL,18306
18878,BRA,Jalkury,NULL,1,NULL,NULL,NULL,NULL,18306
18879,BRA,Kashipur,NULL,1,NULL,NULL,NULL,NULL,18306
18880,BRA,Kayumpur,NULL,1,NULL,NULL,NULL,NULL,18306
18881,BRA,"Narayangonj ",NULL,1,NULL,NULL,NULL,NULL,18306
18882,BRA,Shibumarket,NULL,1,NULL,NULL,NULL,NULL,18306
18883,BRA,Adamji,NULL,1,NULL,NULL,NULL,NULL,18307
18884,BRA,Adomji MO,NULL,1,NULL,NULL,NULL,NULL,18307
18885,BRA,Godnail,NULL,1,NULL,NULL,NULL,NULL,18307
18886,BRA,Kachpur,NULL,1,NULL,NULL,NULL,NULL,18307
18887,BRA,Kachpur MO,NULL,1,NULL,NULL,NULL,NULL,18307
18888,BRA,Sanarpar MO,NULL,1,NULL,NULL,NULL,NULL,18307
18889,BRA,Siddirgonj,NULL,1,NULL,NULL,NULL,NULL,18307
18890,BRA,Tarabo,NULL,1,NULL,NULL,NULL,NULL,18307
18891,BRA,Baraikhali,NULL,1,NULL,NULL,NULL,NULL,18308
18892,BRA,Godownbazar,NULL,1,NULL,NULL,NULL,NULL,18308
18893,BRA,Nimtola,NULL,1,NULL,NULL,NULL,NULL,18308
18894,BRA,"Rajanagar ",NULL,1,NULL,NULL,NULL,NULL,18308
18895,BRA,Shingpara,NULL,1,NULL,NULL,NULL,NULL,18308
18896,BRA,Sirajdikhan (MF),NULL,1,NULL,NULL,NULL,NULL,18308
18897,BRA,Sirajdikhan(Programe),NULL,1,NULL,NULL,NULL,NULL,18308
18898,BRA,Taltola,NULL,1,NULL,NULL,NULL,NULL,18308
18899,BRA,Anandabazar,NULL,1,NULL,NULL,NULL,NULL,18309
18900,BRA,Banglabazar MO,NULL,1,NULL,NULL,NULL,NULL,18309
18901,BRA,Barudi,NULL,1,NULL,NULL,NULL,NULL,18309
18902,BRA,Mohajampur,NULL,1,NULL,NULL,NULL,NULL,18309
18903,BRA,Nayapur,NULL,1,NULL,NULL,NULL,NULL,18309
18904,BRA,Sonargaon,NULL,1,NULL,NULL,NULL,NULL,18309
18905,BRA,Sonargaon bazar,NULL,1,NULL,NULL,NULL,NULL,18309
18906,BRA,Sonargaon Program,NULL,1,NULL,NULL,NULL,NULL,18309
18907,BRA,Al Amin Bazar,NULL,1,NULL,NULL,NULL,NULL,18310
18908,BRA,Bhagyakul,NULL,1,NULL,NULL,NULL,NULL,18310
18909,BRA,Lowhajong,NULL,1,NULL,NULL,NULL,NULL,18310
18910,BRA,Lowhajong (Program),NULL,1,NULL,NULL,NULL,NULL,18310
18911,BRA,Mawa,NULL,1,NULL,NULL,NULL,NULL,18310
18912,BRA,Nowapara,NULL,1,NULL,NULL,NULL,NULL,18310
18913,BRA,Shologhor,NULL,1,NULL,NULL,NULL,NULL,18310
18914,BRA,Sreenagar,NULL,1,NULL,NULL,NULL,NULL,18310
18915,BRA,Sreenagar (Program),NULL,1,NULL,NULL,NULL,NULL,18310
18916,BRA,Sreenagar Mo,NULL,1,NULL,NULL,NULL,NULL,18310
18917,BRA,Adhara,NULL,1,NULL,NULL,NULL,NULL,18311
18918,BRA,Baligaon,NULL,1,NULL,NULL,NULL,NULL,18311
18919,BRA,Betka,NULL,1,NULL,NULL,NULL,NULL,18311
18920,BRA,Dighirpar,NULL,1,NULL,NULL,NULL,NULL,18311
18921,BRA,Hasail,NULL,1,NULL,NULL,NULL,NULL,18311
18922,BRA,Hatimara,NULL,1,NULL,NULL,NULL,NULL,18311
18923,BRA,Tongibari,NULL,1,NULL,NULL,NULL,NULL,18311
18924,BRA,Araihazar,NULL,1,NULL,NULL,NULL,NULL,18312
18925,BRA,Balapur,NULL,1,NULL,NULL,NULL,NULL,18312
18926,BRA,Chaitankanda,NULL,1,NULL,NULL,NULL,NULL,18312
18927,BRA,Gopaldi Bazer,NULL,1,NULL,NULL,NULL,NULL,18312
18928,BRA,Jangalia,NULL,1,NULL,NULL,NULL,NULL,18312
18929,BRA,Khoria Bazar,NULL,1,NULL,NULL,NULL,NULL,18312
18930,BRA,Kollandi,NULL,1,NULL,NULL,NULL,NULL,18312
18931,BRA,Meghna Bazar,NULL,1,NULL,NULL,NULL,NULL,18312
18932,BRA,Radhanagar,NULL,1,NULL,NULL,NULL,NULL,18312
18933,BRA,Awrakhali,NULL,1,NULL,NULL,NULL,NULL,18313
18934,BRA,Beldi,NULL,1,NULL,NULL,NULL,NULL,18313
18935,BRA,Bhawal Jamalpur,NULL,1,NULL,NULL,NULL,NULL,18313
18936,BRA,Chandpur,NULL,1,NULL,NULL,NULL,NULL,18313
18937,BRA,Ghorashal,NULL,1,NULL,NULL,NULL,NULL,18313
18938,BRA,Kaligonj MF,NULL,1,NULL,NULL,NULL,NULL,18313
18939,BRA,Kaligonj Program,NULL,1,NULL,NULL,NULL,NULL,18313
18940,BRA,Madhumita BMO,NULL,1,NULL,NULL,NULL,NULL,18313
18941,BRA,Morkum,NULL,1,NULL,NULL,NULL,NULL,18313
18942,BRA,Nagri Bazar,NULL,1,NULL,NULL,NULL,NULL,18313
18943,BRA,Pubail,NULL,1,NULL,NULL,NULL,NULL,18313
18944,BRA,Sauraid Bazar,NULL,1,NULL,NULL,NULL,NULL,18313
18945,BRA,Amraid,NULL,1,NULL,NULL,NULL,NULL,18314
18946,BRA,Kapasia,NULL,1,NULL,NULL,NULL,NULL,18314
18947,BRA,Kapasia BMO,NULL,1,NULL,NULL,NULL,NULL,18314
18948,BRA,Rajabari Bazar,NULL,1,NULL,NULL,NULL,NULL,18314
18949,BRA,Rajendrapur,NULL,1,NULL,NULL,NULL,NULL,18314
18950,BRA,Ranigonj,NULL,1,NULL,NULL,NULL,NULL,18314
18951,BRA,Singhasree Bazar,NULL,1,NULL,NULL,NULL,NULL,18314
18952,BRA,Toke,NULL,1,NULL,NULL,NULL,NULL,18314
18953,BRA,Chalakchar,NULL,1,NULL,NULL,NULL,NULL,18315
18954,BRA,Chalar Bazar,NULL,1,NULL,NULL,NULL,NULL,18315
18955,BRA,Charsindur,NULL,1,NULL,NULL,NULL,NULL,18315
18956,BRA,Chular Bazar,NULL,1,NULL,NULL,NULL,NULL,18315
18957,BRA,Gangkul Kandi,NULL,1,NULL,NULL,NULL,NULL,18315
18958,BRA,"Hatirdia ",NULL,1,NULL,NULL,NULL,NULL,18315
18959,BRA,Kanchikata,NULL,1,NULL,NULL,NULL,NULL,18315
18960,BRA,Khidirpur,NULL,1,NULL,NULL,NULL,NULL,18315
18961,BRA,Lakhpur Bazar,NULL,1,NULL,NULL,NULL,NULL,18315
18962,BRA,Marjal,NULL,1,NULL,NULL,NULL,NULL,18315
18963,BRA,Motir Bazar,NULL,1,NULL,NULL,NULL,NULL,18315
18964,BRA,Puradia,NULL,1,NULL,NULL,NULL,NULL,18315
18965,BRA,Abdullah Bazar,NULL,1,NULL,NULL,NULL,NULL,18316
18966,BRA,Amdia,NULL,1,NULL,NULL,NULL,NULL,18316
18967,BRA,Hasnabad,NULL,1,NULL,NULL,NULL,NULL,18316
18968,BRA,Hazipur,NULL,1,NULL,NULL,NULL,NULL,18316
18969,BRA,Karimpur,NULL,1,NULL,NULL,NULL,NULL,18316
18970,BRA,Madhabdi BMO,NULL,1,NULL,NULL,NULL,NULL,18316
18971,BRA,Madhobdi,NULL,1,NULL,NULL,NULL,NULL,18316
18972,BRA,Narsingdi Sadar,NULL,1,NULL,NULL,NULL,NULL,18316
18973,BRA,Algi Bazar,NULL,1,NULL,NULL,NULL,NULL,18317
18974,BRA,Atosh Ali Bazar,NULL,1,NULL,NULL,NULL,NULL,18317
18975,BRA,Baraicha,NULL,1,NULL,NULL,NULL,NULL,18317
18976,BRA,Belabo,NULL,1,NULL,NULL,NULL,NULL,18317
18977,BRA,Belabo Program,NULL,1,NULL,NULL,NULL,NULL,18317
18978,BRA,Hashimpur,NULL,1,NULL,NULL,NULL,NULL,18317
18979,BRA,Narayanpur,NULL,1,NULL,NULL,NULL,NULL,18317
18980,BRA,Paratali,NULL,1,NULL,NULL,NULL,NULL,18317
18981,BRA,Radhagonj,NULL,1,NULL,NULL,NULL,NULL,18317
18982,BRA,Raipura,NULL,1,NULL,NULL,NULL,NULL,18317
18983,BRA,Raipura Program,NULL,1,NULL,NULL,NULL,NULL,18317
18984,BRA,Sapmara,NULL,1,NULL,NULL,NULL,NULL,18317
18985,BRA,Saydabad,NULL,1,NULL,NULL,NULL,NULL,18317
18986,BRA,Atlapur,NULL,1,NULL,NULL,NULL,NULL,18318
18987,BRA,Golakandail,NULL,1,NULL,NULL,NULL,NULL,18318
18988,BRA,Kanchan,NULL,1,NULL,NULL,NULL,NULL,18318
18989,BRA,Monohordi,NULL,1,NULL,NULL,NULL,NULL,18318
18990,BRA,Purinda,NULL,1,NULL,NULL,NULL,NULL,18318
18991,BRA,Rupgonj,NULL,1,NULL,NULL,NULL,NULL,18318
18992,BRA,Rupgonj MO,NULL,1,NULL,NULL,NULL,NULL,18318
18993,BRA,Thanapara,NULL,1,NULL,NULL,NULL,NULL,18318
18994,BRA,Itakhola,NULL,1,NULL,NULL,NULL,NULL,18319
18995,BRA,kathpatti,NULL,1,NULL,NULL,NULL,NULL,18319
18996,BRA,Monohardi Bazar,NULL,1,NULL,NULL,NULL,NULL,18319
18997,BRA,Monohardi-2,NULL,1,NULL,NULL,NULL,NULL,18319
18998,BRA,Palash,NULL,1,NULL,NULL,NULL,NULL,18319
18999,BRA,Putia,NULL,1,NULL,NULL,NULL,NULL,18319
19000,BRA,Shibpur,NULL,1,NULL,NULL,NULL,NULL,18319
19001,BRA,Songita,NULL,1,NULL,NULL,NULL,NULL,18319
19002,BRA,Bashail,NULL,1,NULL,NULL,NULL,NULL,18320
19003,BRA,Battra Bazar,NULL,1,NULL,NULL,NULL,NULL,18320
19004,BRA,Bilpara,NULL,1,NULL,NULL,NULL,NULL,18320
19005,BRA,Elasin,NULL,1,NULL,NULL,NULL,NULL,18320
19006,BRA,Karotia,NULL,1,NULL,NULL,NULL,NULL,18320
19007,BRA,Kawaljani,NULL,1,NULL,NULL,NULL,NULL,18320
19008,BRA,Mohera,NULL,1,NULL,NULL,NULL,NULL,18320
19009,BRA,Pathrail,NULL,1,NULL,NULL,NULL,NULL,18320
19010,BRA,Anhela Bazar,NULL,1,NULL,NULL,NULL,NULL,18321
19011,BRA,Bhuapur,NULL,1,NULL,NULL,NULL,NULL,18321
19012,BRA,Brahmon Shashan,NULL,1,NULL,NULL,NULL,NULL,18321
19013,BRA,Dewlabari,NULL,1,NULL,NULL,NULL,NULL,18321
19014,BRA,Dhalapara,NULL,1,NULL,NULL,NULL,NULL,18321
19015,BRA,Ghatail,NULL,1,NULL,NULL,NULL,NULL,18321
19016,BRA,Gobindasi,NULL,1,NULL,NULL,NULL,NULL,18321
19017,BRA,Mohonpur,NULL,1,NULL,NULL,NULL,NULL,18321
19018,BRA,Baniajan,NULL,1,NULL,NULL,NULL,NULL,18322
19019,BRA,Bolivadra,NULL,1,NULL,NULL,NULL,NULL,18322
19020,BRA,Dhanbari,NULL,1,NULL,NULL,NULL,NULL,18322
19021,BRA,Falda Bazar,NULL,1,NULL,NULL,NULL,NULL,18322
19022,BRA,Gopalpur,NULL,1,NULL,NULL,NULL,NULL,18322
19023,BRA,Jhawail Bazar,NULL,1,NULL,NULL,NULL,NULL,18322
19024,BRA,Nalin Bazar,NULL,1,NULL,NULL,NULL,NULL,18322
19025,BRA,Shimla Bazar,NULL,1,NULL,NULL,NULL,NULL,18322
19026,BRA,Awliabad,NULL,1,NULL,NULL,NULL,NULL,18323
19027,BRA,Boldi,NULL,1,NULL,NULL,NULL,NULL,18323
19028,BRA,Bolla,NULL,1,NULL,NULL,NULL,NULL,18323
19029,BRA,Charpowli,NULL,1,NULL,NULL,NULL,NULL,18323
19030,BRA,Kalihati,NULL,1,NULL,NULL,NULL,NULL,18323
19031,BRA,Kasturipara,NULL,1,NULL,NULL,NULL,NULL,18323
19032,BRA,Nikrail,NULL,1,NULL,NULL,NULL,NULL,18323
19033,BRA,Ratongonj,NULL,1,NULL,NULL,NULL,NULL,18323
19034,BRA,Bhaighat,NULL,1,NULL,NULL,NULL,NULL,18324
19035,BRA,BLC Madhupur,NULL,1,NULL,NULL,NULL,NULL,18324
19036,BRA,Chapribazar,NULL,1,NULL,NULL,NULL,NULL,18324
19037,BRA,Dhoklabazar,NULL,1,NULL,NULL,NULL,NULL,18324
19038,BRA,Garobazar,NULL,1,NULL,NULL,NULL,NULL,18324
19039,BRA,Gasabari,NULL,1,NULL,NULL,NULL,NULL,18324
19040,BRA,Madhupur,NULL,1,NULL,NULL,NULL,NULL,18324
19041,BRA,Mirzabari,NULL,1,NULL,NULL,NULL,NULL,18324
19042,BRA,Delduar,NULL,1,NULL,NULL,NULL,NULL,18325
19043,BRA,Dhalla,NULL,1,NULL,NULL,NULL,NULL,18325
19044,BRA,Gorai,NULL,1,NULL,NULL,NULL,NULL,18325
19045,BRA,Lawhati,NULL,1,NULL,NULL,NULL,NULL,18325
19046,BRA,Mirzapur,NULL,1,NULL,NULL,NULL,NULL,18325
19047,BRA,Pakutia,NULL,1,NULL,NULL,NULL,NULL,18325
19048,BRA,Warshi,NULL,1,NULL,NULL,NULL,NULL,18325
19049,BRA,Bhadra,NULL,1,NULL,NULL,NULL,NULL,18326
19050,BRA,Cholebazar,NULL,1,NULL,NULL,NULL,NULL,18326
19051,BRA,Chowhali,NULL,1,NULL,NULL,NULL,NULL,18326
19052,BRA,Daptiur,NULL,1,NULL,NULL,NULL,NULL,18326
19053,BRA,Ghorjanchar,NULL,1,NULL,NULL,NULL,NULL,18326
19054,BRA,Goyahata,NULL,1,NULL,NULL,NULL,NULL,18326
19055,BRA,Nagarpur,NULL,1,NULL,NULL,NULL,NULL,18326
19056,BRA,Pongbaijora,NULL,1,NULL,NULL,NULL,NULL,18326
19057,BRA,Sahazani Bazar,NULL,1,NULL,NULL,NULL,NULL,18326
19058,BRA,Salimabad,NULL,1,NULL,NULL,NULL,NULL,18326
19059,BRA,Barachowna,NULL,1,NULL,NULL,NULL,NULL,18327
19060,BRA,Bashtail,NULL,1,NULL,NULL,NULL,NULL,18327
19061,BRA,Debraj Bazar,NULL,1,NULL,NULL,NULL,NULL,18327
19062,BRA,Hamidpur Bazar,NULL,1,NULL,NULL,NULL,NULL,18327
19063,BRA,Karotia Bazar,NULL,1,NULL,NULL,NULL,NULL,18327
19064,BRA,Moterbazar,NULL,1,NULL,NULL,NULL,NULL,18327
19065,BRA,Nalua Bazar,NULL,1,NULL,NULL,NULL,NULL,18327
19066,BRA,Sagordighi,NULL,1,NULL,NULL,NULL,NULL,18327
19067,BRA,Shakhipur,NULL,1,NULL,NULL,NULL,NULL,18327
19068,BRA,Alenga,NULL,1,NULL,NULL,NULL,NULL,18328
19069,BRA,Aynapur,NULL,1,NULL,NULL,NULL,NULL,18328
19070,BRA,Baghil,NULL,1,NULL,NULL,NULL,NULL,18328
19071,BRA,Beguntal,NULL,1,NULL,NULL,NULL,NULL,18328
19072,BRA,Pakulla,NULL,1,NULL,NULL,NULL,NULL,18328
19073,BRA,Porabari,NULL,1,NULL,NULL,NULL,NULL,18328
19074,BRA,Tangail Sadar,NULL,1,NULL,NULL,NULL,NULL,18328
19075,BRA,Tangail Urban,NULL,1,NULL,NULL,NULL,NULL,18328
19076,BRA,Torapgonj,NULL,1,NULL,NULL,NULL,NULL,18328
19077,BRA,Chandpur Sadar,NULL,1,NULL,NULL,NULL,NULL,18329
19078,BRA,Chandpur Urban,NULL,1,NULL,NULL,NULL,NULL,18329
19079,BRA,Kalibari,NULL,1,NULL,NULL,NULL,NULL,18329
19080,BRA,Mohamaya,NULL,1,NULL,NULL,NULL,NULL,18329
19081,BRA,Rampur,NULL,1,NULL,NULL,NULL,NULL,18329
19082,BRA,Taltola,NULL,1,NULL,NULL,NULL,NULL,18329
19083,BRA,Wireless,NULL,1,NULL,NULL,NULL,NULL,18329
19084,BRA,Changarchar,NULL,1,NULL,NULL,NULL,NULL,18330
19085,BRA,Gozra,NULL,1,NULL,NULL,NULL,NULL,18330
19086,BRA,Gozrabazar,NULL,1,NULL,NULL,NULL,NULL,18330
19087,BRA,Imampur,NULL,1,NULL,NULL,NULL,NULL,18330
19088,BRA,Mohonpur,NULL,1,NULL,NULL,NULL,NULL,18330
19089,BRA,Naury,NULL,1,NULL,NULL,NULL,NULL,18330
19090,BRA,Nischintapur,NULL,1,NULL,NULL,NULL,NULL,18330
19091,BRA,Pathanbazar,NULL,1,NULL,NULL,NULL,NULL,18330
19092,BRA,Aloniya,NULL,1,NULL,NULL,NULL,NULL,18331
19093,BRA,Dhanua Bazar,NULL,1,NULL,NULL,NULL,NULL,18331
19094,BRA,Faridgonj,NULL,1,NULL,NULL,NULL,NULL,18331
19095,BRA,Gollak Bazar,NULL,1,NULL,NULL,NULL,NULL,18331
19096,BRA,Gridakalindia Bazar,NULL,1,NULL,NULL,NULL,NULL,18331
19097,BRA,Khajuria,NULL,1,NULL,NULL,NULL,NULL,18331
19098,BRA,Rampur,NULL,1,NULL,NULL,NULL,NULL,18331
19099,BRA,Balia,NULL,1,NULL,NULL,NULL,NULL,18332
19100,BRA,Banglabazar,NULL,1,NULL,NULL,NULL,NULL,18332
19101,BRA,Haimchar,NULL,1,NULL,NULL,NULL,NULL,18332
19102,BRA,Hawladarbazar,NULL,1,NULL,NULL,NULL,NULL,18332
19103,BRA,Puranbazar,NULL,1,NULL,NULL,NULL,NULL,18332
19104,BRA,Sreeramdi,NULL,1,NULL,NULL,NULL,NULL,18332
19105,BRA,Bakila,NULL,1,NULL,NULL,NULL,NULL,18333
19106,BRA,Hajigonj,NULL,1,NULL,NULL,NULL,NULL,18333
19107,BRA,Hajigonj Bazar Shakha,NULL,1,NULL,NULL,NULL,NULL,18333
19108,BRA,Rampur,NULL,1,NULL,NULL,NULL,NULL,18333
19109,BRA,Sendra Bazar,NULL,1,NULL,NULL,NULL,NULL,18333
19110,BRA,Shohelpur,NULL,1,NULL,NULL,NULL,NULL,18333
19111,BRA,Upadi,NULL,1,NULL,NULL,NULL,NULL,18333
19112,BRA,Jorpul,NULL,1,NULL,NULL,NULL,NULL,18334
19113,BRA,Kachua,NULL,1,NULL,NULL,NULL,NULL,18334
19114,BRA,Kachua Bazar,NULL,1,NULL,NULL,NULL,NULL,18334
19115,BRA,Palakhal,NULL,1,NULL,NULL,NULL,NULL,18334
19116,BRA,Sachar,NULL,1,NULL,NULL,NULL,NULL,18334
19117,BRA,Tulpai,NULL,1,NULL,NULL,NULL,NULL,18334
19118,BRA,Uzani Bazar,NULL,1,NULL,NULL,NULL,NULL,18334
19119,BRA,Amirabad,NULL,1,NULL,NULL,NULL,NULL,18335
19120,BRA,Ashinpur,NULL,1,NULL,NULL,NULL,NULL,18335
19121,BRA,Ladua Bazar,NULL,1,NULL,NULL,NULL,NULL,18335
19122,BRA,Matlab,NULL,1,NULL,NULL,NULL,NULL,18335
19123,BRA,Matlab Bazar,NULL,1,NULL,NULL,NULL,NULL,18335
19124,BRA,Matlab Bazar Shakha,NULL,1,NULL,NULL,NULL,NULL,18335
19125,BRA,Munshirhat,NULL,1,NULL,NULL,NULL,NULL,18335
19126,BRA,Nayergaon,NULL,1,NULL,NULL,NULL,NULL,18335
19127,BRA,Asimpur,NULL,1,NULL,NULL,NULL,NULL,18336
19128,BRA,Bipulashar Bazar,NULL,1,NULL,NULL,NULL,NULL,18336
19129,BRA,Hasnabad,NULL,1,NULL,NULL,NULL,NULL,18336
19130,BRA,Laulohori,NULL,1,NULL,NULL,NULL,NULL,18336
19131,BRA,Laxanpur Bazar,NULL,1,NULL,NULL,NULL,NULL,18336
19132,BRA,Monohargonj Bazar Shakha,NULL,1,NULL,NULL,NULL,NULL,18336
19133,BRA,Natherpetua,NULL,1,NULL,NULL,NULL,NULL,18336
19134,BRA,Baldigi,NULL,1,NULL,NULL,NULL,NULL,18337
19135,BRA,Bizra Bazar,NULL,1,NULL,NULL,NULL,NULL,18337
19136,BRA,Moulanashaheb Bazar,NULL,1,NULL,NULL,NULL,NULL,18337
19137,BRA,Mudaffargonj,NULL,1,NULL,NULL,NULL,NULL,18337
19138,BRA,Mudaffargonj Bazar Shakha,NULL,1,NULL,NULL,NULL,NULL,18337
19139,BRA,Payelgacha,NULL,1,NULL,NULL,NULL,NULL,18337
19140,BRA,Chitoshi,NULL,1,NULL,NULL,NULL,NULL,18338
19141,BRA,Narinpur,NULL,1,NULL,NULL,NULL,NULL,18338
19142,BRA,Rahimanagar,NULL,1,NULL,NULL,NULL,NULL,18338
19143,BRA,Rahimanagar Bazar Shakha,NULL,1,NULL,NULL,NULL,NULL,18338
19144,BRA,Santir bazar,NULL,1,NULL,NULL,NULL,NULL,18338
19145,BRA,Shahrasti,NULL,1,NULL,NULL,NULL,NULL,18338
19146,BRA,Waruk,NULL,1,NULL,NULL,NULL,NULL,18338
19147,BRA,Boalkhali,NULL,1,NULL,NULL,NULL,NULL,18339
19148,BRA,Chanderhat,NULL,1,NULL,NULL,NULL,NULL,18339
19149,BRA,Kanungopara,NULL,1,NULL,NULL,NULL,NULL,18339
19150,BRA,Kusumpura,NULL,1,NULL,NULL,NULL,NULL,18339
19151,BRA,Patiya,NULL,1,NULL,NULL,NULL,NULL,18339
19152,BRA,"Shagodi ",NULL,1,NULL,NULL,NULL,NULL,18339
19153,BRA,Shikolbaha,NULL,1,NULL,NULL,NULL,NULL,18339
19154,BRA,Amilaish,NULL,1,NULL,NULL,NULL,NULL,18340
19155,BRA,Anowara,NULL,1,NULL,NULL,NULL,NULL,18340
